user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Betsy Rosenblum,"Paula Walker is an exceptional professional. I recommend her for all insurance needs. My husband and I have done business with her and she was supportive, informative, knowledgeable and patient every step of the way. It is clear that she is professionally and personally dedicated to the needs of her customers. She is one of a kind. I do not hesitate to recommend her.",5,Valid,paula walker is an exceptional professional i recommend her for all insurance needs my husband and i have done business with her and she was supportive informative knowledgeable and patient every step of the way it is clear that she is professionally and personally dedicated to the needs of her customers she is one of a kind i do not hesitate to recommend her,"['paula', 'walker', 'exceptional', 'professional', 'recommend', 'insurance', 'needs', 'husband', 'business', 'supportive', 'informative', 'knowledgeable', 'patient', 'step', 'way', 'clear', 'professionally', 'personally', 'dedicated', 'needs', 'customers', 'kind', 'hesitate', 'recommend']",24,0.046875,POSITIVE,71,admiration
Joseph Godfrey,I have nothing but the best experience with Miss Walker. She will guide you thru all the information and give you the best coverage available  in your area. I highly recommend her.,5,Valid,i have nothing but the best experience with miss walker she will guide you thru all the information and give you the best coverage available  in your area i highly recommend her,"['best', 'experience', 'miss', 'walker', 'guide', 'information', 'best', 'coverage', 'available', ' ', 'area', 'highly', 'recommend']",13,0.0625,POSITIVE,54,admiration
Amelia Neuse,"Ms. Walker is excellent !!  Very professional and informative to the client.  She made so easy to find and have access to health insurance companies.  As a broker, she's a good find!!!",5,Valid,ms walker is excellent   very professional and informative to the client  she made so easy to find and have access to health insurance companies  as a broker shes a good find,"['ms', 'walker', 'excellent', '  ', 'professional', 'informative', 'client', ' ', 'easy', 'find', 'access', 'health', 'insurance', 'companies', ' ', 'broker', 's', 'good', 'find']",19,0.0,POSITIVE,55,admiration
Michael Cadden,Paula quickly learned about what I needed and got me to the sites to finish Medicare and extra enrollment (with most of my information completed). What once seemed arduous became easy!,5,Valid,paula quickly learned about what i needed and got me to the sites to finish medicare and extra enrollment with most of my information completed what once seemed arduous became easy,"['paula', 'quickly', 'learned', 'needed', 'got', 'sites', 'finish', 'medicare', 'extra', 'enrollment', 'information', 'completed', 'arduous', 'easy']",14,0.03225806451612903,NEGATIVE,53,none
Brett Shevack,"My experience with Walker Insurance Solutions was excellent. Ms. Walker  patiently answered all of my questions and provided all of the Medicare options and plans. Once I decided to move forward, I did so with confidence because I felt informed  and knowledgeable. I would recommend them highly.",5,Valid,my experience with walker insurance solutions was excellent ms walker  patiently answered all of my questions and provided all of the medicare options and plans once i decided to move forward i did so with confidence because i felt informed  and knowledgeable i would recommend them highly,"['experience', 'walker', 'insurance', 'solutions', 'excellent', 'ms', 'walker', ' ', 'patiently', 'answered', 'questions', 'provided', 'medicare', 'options', 'plans', 'decided', 'forward', 'confidence', 'felt', 'informed', ' ', 'knowledgeable', 'recommend', 'highly']",24,0.0851063829787234,POSITIVE,61,admiration
m robb,"When my wife began to work with Paula on her Medicare coverage I knew it would be a smart move to do the same. As a result, I am ready for Medicare and feel confident that my coverage is the best choice for my medical and financial needs. I highly recommend Paula and thank her for everything she has done to help us navigate through the confusion and chaos of the health care system.",5,Valid,when my wife began to work with paula on her medicare coverage i knew it would be a smart move to do the same as a result i am ready for medicare and feel confident that my coverage is the best choice for my medical and financial needs i highly recommend paula and thank her for everything she has done to help us navigate through the confusion and chaos of the health care system,"['wife', 'began', 'work', 'paula', 'medicare', 'coverage', 'knew', 'smart', 'result', 'ready', 'medicare', 'feel', 'confident', 'coverage', 'best', 'choice', 'medical', 'financial', 'needs', 'highly', 'recommend', 'paula', 'thank', 'help', 'navigate', 'confusion', 'chaos', 'health', 'care', 'system']",30,0.04054054054054054,POSITIVE,76,approval
M Correia,"Paula Walker has been such a big help to my family and I.  We used her services a few years ago and again recently.  She listens to our needs and does the research to get us the best insurance for our needs.  She is extremely knowledgeable and was able to answer questions and explain insurance jargon that sometimes can be a little confusing.  She was very patient and guided us through the process. She has exceptional follow up.  We will definitely be using her again and recommend her to all our family and friends! Thank you, thank you, thank you Paula!",5,Valid,paula walker has been such a big help to my family and i  we used her services a few years ago and again recently  she listens to our needs and does the research to get us the best insurance for our needs  she is extremely knowledgeable and was able to answer questions and explain insurance jargon that sometimes can be a little confusing  she was very patient and guided us through the process she has exceptional follow up  we will definitely be using her again and recommend her to all our family and friends thank you thank you thank you paula,"['paula', 'walker', 'big', 'help', 'family', ' ', 'services', 'years', 'ago', 'recently', ' ', 'listens', 'needs', 'research', 'best', 'insurance', 'needs', ' ', 'extremely', 'knowledgeable', 'able', 'answer', 'questions', 'explain', 'insurance', 'jargon', 'little', 'confusing', ' ', 'patient', 'guided', 'process', 'exceptional', 'follow', ' ', 'definitely', 'recommend', 'family', 'friends', 'thank', 'thank', 'thank', 'paula']",43,0.009900990099009901,POSITIVE,90,"admiration, gratitude"
Mary Zaloski,"When I retired and needed to find Health coverage I did not know where to begin.  Then, a friend gave me Paula’s number. Paula truly made a daunting task so much easier.  She is very knowledgeable regarding insurances.  Would not hesitate to contact her again regarding Health, prescription, dental or vision insurance needs.",5,Valid,when i retired and needed to find health coverage i did not know where to begin  then a friend gave me paulas number paula truly made a daunting task so much easier  she is very knowledgeable regarding insurances  would not hesitate to contact her again regarding health prescription dental or vision insurance needs,"['retired', 'needed', 'find', 'health', 'coverage', 'know', 'begin', ' ', 'friend', 'gave', 'paulas', 'number', 'paula', 'truly', 'daunting', 'task', 'easier', ' ', 'knowledgeable', 'insurances', ' ', 'hesitate', 'contact', 'health', 'prescription', 'dental', 'vision', 'insurance', 'needs']",29,0.03773584905660377,POSITIVE,65,approval
Thomas Brennan,"A real pleasure to work with. Understanding, knowledgeable, takes you step by step through all the processes.",5,Valid,a real pleasure to work with understanding knowledgeable takes you step by step through all the processes,"['real', 'pleasure', 'work', 'understanding', 'knowledgeable', 'takes', 'step', 'step', 'processes']",9,0.058823529411764705,POSITIVE,47,none
Susan Regan,Paula is extremely knowledgeable about retirement insurance options. She is patient & careful to review complicated information several times which helps guide an individual to make the right choice to meet their needs. Paula returns calls promptly & she has a good sense of humor.,5,Valid,paula is extremely knowledgeable about retirement insurance options she is patient  careful to review complicated information several times which helps guide an individual to make the right choice to meet their needs paula returns calls promptly  she has a good sense of humor,"['paula', 'extremely', 'knowledgeable', 'retirement', 'insurance', 'options', 'patient', ' ', 'careful', 'review', 'complicated', 'information', 'times', 'helps', 'guide', 'individual', 'right', 'choice', 'meet', 'needs', 'paula', 'returns', 'calls', 'promptly', ' ', 'good', 'sense', 'humor']",28,0.0,POSITIVE,62,admiration
David Epstein,Paula is a true professional. She helps with complex issues and explains in an understandable way. She is caring and helps navigate a complex insurance environment. Highly recommended.,5,Valid,paula is a true professional she helps with complex issues and explains in an understandable way she is caring and helps navigate a complex insurance environment highly recommended,"['paula', 'true', 'professional', 'helps', 'complex', 'issues', 'explains', 'understandable', 'way', 'caring', 'helps', 'navigate', 'complex', 'insurance', 'environment', 'highly', 'recommended']",17,0.0,POSITIVE,53,admiration
Carolyn Spohn,"Paula is very informative, knowledgeable and patient in explaining the complexity of insurance benefits.  Highly recommend working with her.",5,Valid,paula is very informative knowledgeable and patient in explaining the complexity of insurance benefits  highly recommend working with her,"['paula', 'informative', 'knowledgeable', 'patient', 'explaining', 'complexity', 'insurance', 'benefits', ' ', 'highly', 'recommend', 'working']",12,0.0,POSITIVE,49,admiration
Sally,Working with Paula was and continues to be a pleasure.  She helped me as I was planning my retirement and trying to determine the best options for choosing post-employment medical coverage.  I had and still have total confidence in Paula's advice and continue to consult Paula as new issues arise.  Thank you Paula!,5,Valid,working with paula was and continues to be a pleasure  she helped me as i was planning my retirement and trying to determine the best options for choosing postemployment medical coverage  i had and still have total confidence in paulas advice and continue to consult paula as new issues arise  thank you paula,"['working', 'paula', 'continues', 'pleasure', ' ', 'helped', 'planning', 'retirement', 'trying', 'determine', 'best', 'options', 'choosing', 'postemployment', 'medical', 'coverage', ' ', 'total', 'confidence', 'paulas', 'advice', 'continue', 'consult', 'paula', 'new', 'issues', 'arise', ' ', 'thank', 'paula']",30,0.03773584905660377,POSITIVE,65,gratitude
Rosealee Reid,"My Uncle loss his wife in March of 2019 and we needed a knowledgeable professional to help with meeting his medical insurance needs.  Paula was patient, and she provided him with all his option and help him decide what was best for him.  I would recommend this company over the larger groups because of the intimate attention they provided to my Uncle.   She called him on his birthday to say happy birthday and he was excited. I have never been acknowledged by my insurance company. It is the little things that counts.",5,Valid,my uncle loss his wife in march of  and we needed a knowledgeable professional to help with meeting his medical insurance needs  paula was patient and she provided him with all his option and help him decide what was best for him  i would recommend this company over the larger groups because of the intimate attention they provided to my uncle   she called him on his birthday to say happy birthday and he was excited i have never been acknowledged by my insurance company it is the little things that counts,"['uncle', 'loss', 'wife', 'march', ' ', 'needed', 'knowledgeable', 'professional', 'help', 'meeting', 'medical', 'insurance', 'needs', ' ', 'paula', 'patient', 'provided', 'option', 'help', 'decide', 'best', ' ', 'recommend', 'company', 'larger', 'groups', 'intimate', 'attention', 'provided', 'uncle', '  ', 'called', 'birthday', 'happy', 'birthday', 'excited', 'acknowledged', 'insurance', 'company', 'little', 'things', 'counts']",42,0.021739130434782608,POSITIVE,85,none
John Lipsky,"Paula is very knowledgeable on all aspects of Medicare plans.  She patiently explains all options in a clear, concise manner. She is professional and responsive to calls and questions.",5,Valid,paula is very knowledgeable on all aspects of medicare plans  she patiently explains all options in a clear concise manner she is professional and responsive to calls and questions,"['paula', 'knowledgeable', 'aspects', 'medicare', 'plans', ' ', 'patiently', 'explains', 'options', 'clear', 'concise', 'manner', 'professional', 'responsive', 'calls', 'questions']",16,0.0,POSITIVE,54,admiration
Melanie Joseph,"Paula Walker is just awesome!  She gets an 11 out of 10 in my scoring chart.  I was referred to her because I'd gotten all turned around regarding the rules of Medicare and a plan G insurance company. In fact even the people at NY Governor Cuomo's office (who were my last resort) were confused by my particular circumstances.  But within the first 5 minutes of talking to Paula, not only did she have the right answer to my situation, but she was kind enough to honor my doubts and she organized a conference call with her rep at United Healthcare so I could be sure that what she'd advised me was in fact correct.  (I'm not sure I would have been as patient or generous as she was if I had to deal with someone as anxious as I was at the time)   All this to say:  within the hour, I was all signed up and ready to go with all my healthcare plans.    Paula Walker is one of those rare human beings who's actually human.  I wouldn't even THINK of going anywhere else for any kind of insurance now.",5,Valid,paula walker is just awesome  she gets an  out of  in my scoring chart  i was referred to her because id gotten all turned around regarding the rules of medicare and a plan g insurance company in fact even the people at ny governor cuomos office who were my last resort were confused by my particular circumstances  but within the first  minutes of talking to paula not only did she have the right answer to my situation but she was kind enough to honor my doubts and she organized a conference call with her rep at united healthcare so i could be sure that what shed advised me was in fact correct  im not sure i would have been as patient or generous as she was if i had to deal with someone as anxious as i was at the time   all this to say  within the hour i was all signed up and ready to go with all my healthcare plans    paula walker is one of those rare human beings whos actually human  i wouldnt even think of going anywhere else for any kind of insurance now,"['paula', 'walker', 'awesome', ' ', 'gets', ' ', ' ', 'scoring', 'chart', ' ', 'referred', 'd', 'gotten', 'turned', 'rules', 'medicare', 'plan', 'g', 'insurance', 'company', 'fact', 'people', 'ny', 'governor', 'cuomos', 'office', 'resort', 'confused', 'particular', 'circumstances', ' ', ' ', 'minutes', 'talking', 'paula', 'right', 'answer', 'situation', 'kind', 'honor', 'doubts', 'organized', 'conference', 'rep', 'united', 'healthcare', 'sure', 'shed', 'advised', 'fact', 'correct', ' ', 'm', 'sure', 'patient', 'generous', 'deal', 'anxious', 'time', '  ', ' ', 'hour', 'signed', 'ready', 'healthcare', 'plans', '   ', 'paula', 'walker', 'rare', 'human', 'beings', 's', 'actually', 'human', ' ', 'nt', 'think', 'going', 'kind', 'insurance']",81,0.05235602094240838,POSITIVE,100,none
Linda Topolenski,Walker insurance is one stop shopping for selecting an insurance plan. Paula has the professional knowledge to find the plan that is right for you.  Don’t bother calling the telephone numbers on the TV or internet as you will not get the insurance explanation of a plan for you like Paula will give you. She is a true delight to have as an insurance broker.,5,Valid,walker insurance is one stop shopping for selecting an insurance plan paula has the professional knowledge to find the plan that is right for you  dont bother calling the telephone numbers on the tv or internet as you will not get the insurance explanation of a plan for you like paula will give you she is a true delight to have as an insurance broker,"['walker', 'insurance', 'stop', 'shopping', 'selecting', 'insurance', 'plan', 'paula', 'professional', 'knowledge', 'find', 'plan', 'right', ' ', 'nt', 'bother', 'calling', 'telephone', 'numbers', 'tv', 'internet', 'insurance', 'explanation', 'plan', 'like', 'paula', 'true', 'delight', 'insurance', 'broker']",30,0.015384615384615385,POSITIVE,72,none
Lyn Richters,"Paula is friendly, helpful and answers all my questions!
I would highly recommend her!",5,Valid,"paula is friendly helpful and answers all my questions
i would highly recommend her","['paula', 'friendly', 'helpful', 'answers', 'questions', '\n', 'highly', 'recommend']",8,0.07142857142857142,POSITIVE,45,admiration
Joan Rosenstock,Paula has been incredibly helpful in guiding my initial signup for Medicare and supplementary insurance. She is extremely knowledgeable and ready to answer any questions. I highly recommend her.,5,Valid,paula has been incredibly helpful in guiding my initial signup for medicare and supplementary insurance she is extremely knowledgeable and ready to answer any questions i highly recommend her,"['paula', 'incredibly', 'helpful', 'guiding', 'initial', 'signup', 'medicare', 'supplementary', 'insurance', 'extremely', 'knowledgeable', 'ready', 'answer', 'questions', 'highly', 'recommend']",16,0.034482758620689655,POSITIVE,53,admiration
William Schlameuss,Great prompt and professional friendly service.,5,Valid,great prompt and professional friendly service,"['great', 'prompt', 'professional', 'friendly', 'service']",5,0.0,POSITIVE,42,admiration
Straw Berry,"My name is Lorenzo Beamon,l have to admit,Paula Walker made my transition to medicare ""absolutely"" wonderful.l'm just a regular guy that doesn't like a lot of confusion,and she made it happen with clarity,l trust her,and recommend her to everyone.
Thanks, Paula!",5,Valid,"my name is lorenzo beamonl have to admitpaula walker made my transition to medicare absolutely wonderfullm just a regular guy that doesnt like a lot of confusionand she made it happen with clarityl trust herand recommend her to everyone
thanks paula","['lorenzo', 'beamonl', 'admitpaula', 'walker', 'transition', 'medicare', 'absolutely', 'wonderfullm', 'regular', 'guy', 'nt', 'like', 'lot', 'confusionand', 'happen', 'clarityl', 'trust', 'herand', 'recommend', '\n', 'thanks', 'paula']",22,0.0,POSITIVE,60,admiration
Diane Cody,Provides awesome advice/expertise necessary when navigating the world of Medicare.,5,Valid,provides awesome adviceexpertise necessary when navigating the world of medicare,"['provides', 'awesome', 'adviceexpertise', 'necessary', 'navigating', 'world', 'medicare']",7,0.0,POSITIVE,44,admiration
Karen Cocnavitch,Paula Walker is AWESOME and made our transition to Medicare very easy,5,Valid,paula walker is awesome and made our transition to medicare very easy,"['paula', 'walker', 'awesome', 'transition', 'medicare', 'easy']",6,0.08333333333333333,POSITIVE,44,admiration
Deborah Blehschmidt,"When we started looking for insurance at my husband's retirement age, I found Paula Walker totally by chance and, over the past 5-6 years, have had nothing but great service from her.  Honestly, I don't think we could have navigated the ""insurance world"" of secondary Medicare insurance without her.  If you give her a try, you won't be sorry.  Deborah Blehschmidt",5,Valid,when we started looking for insurance at my husbands retirement age i found paula walker totally by chance and over the past  years have had nothing but great service from her  honestly i dont think we could have navigated the insurance world of secondary medicare insurance without her  if you give her a try you wont be sorry  deborah blehschmidt,"['started', 'looking', 'insurance', 'husbands', 'retirement', 'age', 'found', 'paula', 'walker', 'totally', 'chance', 'past', ' ', 'years', 'great', 'service', ' ', 'honestly', 'nt', 'think', 'navigated', 'insurance', 'world', 'secondary', 'medicare', 'insurance', ' ', 'try', 'wo', 'nt', 'sorry', ' ', 'deborah', 'blehschmidt']",34,0.03278688524590164,POSITIVE,69,none
Jennifer Pope Gogan,"I've only ever ordered from them online, but every order has been a great experience. Staff is SO nice, your emails and questions get answered almost immediately, they go above and beyond to make your experience a good one.  Returns are processed quickly  - basically, they are the best. Customer for life!",5,Irrelevant,ive only ever ordered from them online but every order has been a great experience staff is so nice your emails and questions get answered almost immediately they go above and beyond to make your experience a good one  returns are processed quickly   basically they are the best customer for life,"['ve', 'ordered', 'online', 'order', 'great', 'experience', 'staff', 'nice', 'emails', 'questions', 'answered', 'immediately', 'experience', 'good', ' ', 'returns', 'processed', 'quickly', '  ', 'basically', 'best', 'customer', 'life']",23,0.019230769230769232,POSITIVE,65,admiration
Patricia Davis,It was just ok.Not a wide variety of styles or colors. Very small boutique. They did have a few unique cotton sweaters and home items.,3,Irrelevant,it was just oknot a wide variety of styles or colors very small boutique they did have a few unique cotton sweaters and home items,"['oknot', 'wide', 'variety', 'styles', 'colors', 'small', 'boutique', 'unique', 'cotton', 'sweaters', 'home', 'items']",12,0.0,POSITIVE,52,neutral
Howard Boyd,"My first time here! Coffee and bowl were both excellent, and love the setup of cafe and shop together. Owner was totally sweet and loves what she does. I will be going back. 😊",5,Valid,my first time here coffee and bowl were both excellent and love the setup of cafe and shop together owner was totally sweet and loves what she does i will be going back ,"['time', 'coffee', 'bowl', 'excellent', 'love', 'setup', 'cafe', 'shop', 'owner', 'totally', 'sweet', 'loves', 'going']",13,0.029411764705882353,POSITIVE,56,admiration
Ali Parish,I went to the store yesterday and the person from the store side wasn’t there yet. I was helped by someone from the smoothie side and she was absolutely amazing. She was extremely busy but took the time to help me check out and never made us feel like she was as busy as she was. Unfortunately I didn’t get her name but I would definitely recommend this store for their selection of Spell and the Gypsy and for their service.,5,Valid,i went to the store yesterday and the person from the store side wasnt there yet i was helped by someone from the smoothie side and she was absolutely amazing she was extremely busy but took the time to help me check out and never made us feel like she was as busy as she was unfortunately i didnt get her name but i would definitely recommend this store for their selection of spell and the gypsy and for their service,"['went', 'store', 'yesterday', 'person', 'store', 'nt', 'helped', 'smoothie', 'absolutely', 'amazing', 'extremely', 'busy', 'took', 'time', 'help', 'check', 'feel', 'like', 'busy', 'unfortunately', 'nt', 'definitely', 'recommend', 'store', 'selection', 'spell', 'gypsy', 'service']",28,0.04938271604938271,POSITIVE,79,none
Margot Goralczyk,"The staff were super friendly and helpful. Also, their clothes were cute and unique. I would definitely recommend.",5,Valid,the staff were super friendly and helpful also their clothes were cute and unique i would definitely recommend,"['staff', 'super', 'friendly', 'helpful', 'clothes', 'cute', 'unique', 'definitely', 'recommend']",9,0.05555555555555555,POSITIVE,47,admiration
Colleen Josey,Nice store and management.,5,Irrelevant,nice store and management,"['nice', 'store', 'management']",3,0.0,POSITIVE,41,admiration
Petra Rupp,"My go-to boutique! Awesome owner and staff, a truly unique collection that you cannot find anywhere else in Austin. Their online collection is equally fabulous, I've referred my friends across the US to the site. I love their clothes, jewelry, and even the art for sale!",5,Valid,my goto boutique awesome owner and staff a truly unique collection that you cannot find anywhere else in austin their online collection is equally fabulous ive referred my friends across the us to the site i love their clothes jewelry and even the art for sale,"['goto', 'boutique', 'awesome', 'owner', 'staff', 'truly', 'unique', 'collection', 'find', 'austin', 'online', 'collection', 'equally', 'fabulous', 've', 'referred', 'friends', 'site', 'love', 'clothes', 'jewelry', 'art', 'sale']",23,0.043478260869565216,POSITIVE,62,admiration
Ashley Beth,Amazing store! Beautiful clothes! Superior customer service. Fast shipping! Seriously best secret find in Austin!!!! Keep it local!!!! You won't be disappointed!!!!,5,Valid,amazing store beautiful clothes superior customer service fast shipping seriously best secret find in austin keep it local you wont be disappointed,"['amazing', 'store', 'beautiful', 'clothes', 'superior', 'customer', 'service', 'fast', 'shipping', 'seriously', 'best', 'secret', 'find', 'austin', 'local', 'wo', 'nt', 'disappointed']",18,0.0,POSITIVE,50,admiration
Danielle Porginski,"I love this store! Great prices and excellent costumer service, always answer my emails.",5,Valid,i love this store great prices and excellent costumer service always answer my emails,"['love', 'store', 'great', 'prices', 'excellent', 'costumer', 'service', 'answer', 'emails']",9,0.07142857142857142,POSITIVE,45,"admiration, love"
johnnee777,My experience with the owner was very negative  which I thought was strange for a struggling business. The spot and idea has a lot of potential but I sincerely do believe the clothing quality is nothing more than an Instagram post away from being an overhyped old navy.,1,Irrelevant,my experience with the owner was very negative  which i thought was strange for a struggling business the spot and idea has a lot of potential but i sincerely do believe the clothing quality is nothing more than an instagram post away from being an overhyped old navy,"['experience', 'owner', 'negative', ' ', 'thought', 'strange', 'struggling', 'business', 'spot', 'idea', 'lot', 'potential', 'sincerely', 'believe', 'clothing', 'quality', 'instagram', 'post', 'away', 'overhyped', 'old', 'navy']",22,0.041666666666666664,NEGATIVE,60,none
Sam F,"As an online customer, they took over a week just to ship my ONE item (Order late October 5th and it finally shipped the 13th). For the price, that is just unacceptable.",1,Irrelevant,as an online customer they took over a week just to ship my one item order late october th and it finally shipped the th for the price that is just unacceptable,"['online', 'customer', 'took', 'week', 'ship', 'item', 'order', 'late', 'october', 'th', 'finally', 'shipped', 'th', 'price', 'unacceptable']",15,0.03125,NEGATIVE,55,disapproval
Melissa Gowland Hess,What's up with y'all closing early?? Came to get something to wear for my birthday dinner tonight and I'm so disappointed!! At least three other people have tried to come in since I've been here. Boo!!,1,Irrelevant,whats up with yall closing early came to get something to wear for my birthday dinner tonight and im so disappointed at least three other people have tried to come in since ive been here boo,"['s', 'y', 'closing', 'early', 'came', 'wear', 'birthday', 'dinner', 'tonight', 'm', 'disappointed', 'people', 'tried', 'come', 've', 'boo']",16,0.0,NEGATIVE,57,disappointment
C. P,Beautiful photos,5,Irrelevant,beautiful photos,"['beautiful', 'photos']",2,0.0,POSITIVE,40,admiration
Jacquelyn Wilkerson,Nice people and they do great work,4,Irrelevant,nice people and they do great work,"['nice', 'people', 'great', 'work']",4,0.0,POSITIVE,43,admiration
Joy Walter,Not open to public at this address,4,Irrelevant,not open to public at this address,"['open', 'public', 'address']",3,0.0,NEGATIVE,43,neutral
Candice Everage,"Craig is a very honest man and will do his best to help everyone and anyone. I have never had a bad experience at Everage Auto and have always received reliable cars for the price. If there is ever an issue, Craig will get to the bottom of it. I love this place!",5,Valid,craig is a very honest man and will do his best to help everyone and anyone i have never had a bad experience at everage auto and have always received reliable cars for the price if there is ever an issue craig will get to the bottom of it i love this place,"['craig', 'honest', 'man', 'best', 'help', 'bad', 'experience', 'everage', 'auto', 'received', 'reliable', 'cars', 'price', 'issue', 'craig', 'love', 'place']",17,0.03773584905660377,POSITIVE,65,admiration
Drew Dohner,"The services where fast, friendly, and and not just going to use you just for money. 10/10 I would recommend coming here if you need a car.",5,Valid,the services where fast friendly and and not just going to use you just for money  i would recommend coming here if you need a car,"['services', 'fast', 'friendly', 'going', 'use', 'money', ' ', 'recommend', 'coming', 'need', 'car']",11,0.037037037037037035,POSITIVE,52,approval
Tammy Simpson,I love Everage Auto. This place goes above and beyond for every customer.  Local people doing great things in this community.  They will help you out regardless of your problems.  They care about your needs.  Highly recommend them 5 stars.,5,Valid,i love everage auto this place goes above and beyond for every customer  local people doing great things in this community  they will help you out regardless of your problems  they care about your needs  highly recommend them  stars,"['love', 'everage', 'auto', 'place', 'goes', 'customer', ' ', 'local', 'people', 'great', 'things', 'community', ' ', 'help', 'regardless', 'problems', ' ', 'care', 'needs', ' ', 'highly', 'recommend', ' ', 'stars']",24,0.025,POSITIVE,59,admiration
Lexi Lynn,"Didn't think I was going to find anything, but I did! Jim and Craig were amazing. Got me a great reliable suv for my family. Jim stayed late to get us our vehicle, which I greatly appreciate. Thank you",5,Valid,didnt think i was going to find anything but i did jim and craig were amazing got me a great reliable suv for my family jim stayed late to get us our vehicle which i greatly appreciate thank you,"['nt', 'think', 'going', 'find', 'jim', 'craig', 'amazing', 'got', 'great', 'reliable', 'suv', 'family', 'jim', 'stayed', 'late', 'vehicle', 'greatly', 'appreciate', 'thank']",19,0.07692307692307693,POSITIVE,57,"admiration, gratitude"
Brian Laferty,Great place to not only purchase a preowned vehicle but great staff and great service department also. I would recommend to anybody in the area of needing a new car or even needing their current 1 worked on. KEEP UP THE GREAT WORK CRAIG AND TEAM EVERAGE AUTO,5,Valid,great place to not only purchase a preowned vehicle but great staff and great service department also i would recommend to anybody in the area of needing a new car or even needing their current  worked on keep up the great work craig and team everage auto,"['great', 'place', 'purchase', 'preowned', 'vehicle', 'great', 'staff', 'great', 'service', 'department', 'recommend', 'anybody', 'area', 'needing', 'new', 'car', 'needing', 'current', ' ', 'worked', 'great', 'work', 'craig', 'team', 'everage', 'auto']",26,0.22916666666666666,POSITIVE,59,admiration
King S. Taylor (Uno Da One),"Good inventory, reasonable pricing!",5,Irrelevant,good inventory reasonable pricing,"['good', 'inventory', 'reasonable', 'pricing']",4,0.0,POSITIVE,41,admiration
Jessica Bates,"DO NOT BELIEVE EVERAGE AUTO commercials!!!! I kept hearing their radio commercials about getting anyone with bad credit into a car. My credit is poor but I have a decent trade-in, $1000 down and a steady job. TWICE I applied for financing and heard nothing. The second time I was even in steady contact with a sales rep in LaGrange. He was VERY eager to set up an appointment and kept telling me how he would contact the finance department to push things along. I was very clear about my poor credit and he was very insistent that he’d push things through and that I should come to the dealership. I even went ahead and set an appointment due to his persistence giving me confidence I’d be able to get a vehicle. Said he’d contact financing and I’d hear from him in an hour. Then nothing. NOT A WORD!! Wouldn’t even respond to my texts. I felt hurt, embarrassed and outright played. DO NOT BELIEVE THEIR CLAIMS!!!! Poor credit IS a problem.",1,Rant,do not believe everage auto commercials i kept hearing their radio commercials about getting anyone with bad credit into a car my credit is poor but i have a decent tradein  down and a steady job twice i applied for financing and heard nothing the second time i was even in steady contact with a sales rep in lagrange he was very eager to set up an appointment and kept telling me how he would contact the finance department to push things along i was very clear about my poor credit and he was very insistent that hed push things through and that i should come to the dealership i even went ahead and set an appointment due to his persistence giving me confidence id be able to get a vehicle said hed contact financing and id hear from him in an hour then nothing not a word wouldnt even respond to my texts i felt hurt embarrassed and outright played do not believe their claims poor credit is a problem,"['believe', 'everage', 'auto', 'commercials', 'kept', 'hearing', 'radio', 'commercials', 'getting', 'bad', 'credit', 'car', 'credit', 'poor', 'decent', 'tradein', ' ', 'steady', 'job', 'twice', 'applied', 'financing', 'heard', 'second', 'time', 'steady', 'contact', 'sales', 'rep', 'lagrange', 'eager', 'set', 'appointment', 'kept', 'telling', 'contact', 'finance', 'department', 'push', 'things', 'clear', 'poor', 'credit', 'insistent', 'd', 'push', 'things', 'come', 'dealership', 'went', 'ahead', 'set', 'appointment', 'persistence', 'giving', 'confidence', 'd', 'able', 'vehicle', 'said', 'd', 'contact', 'financing', 'd', 'hear', 'hour', 'word', 'nt', 'respond', 'texts', 'felt', 'hurt', 'embarrassed', 'outright', 'played', 'believe', 'claims', 'poor', 'credit', 'problem']",80,0.13953488372093023,NEGATIVE,100,none
Juan Reyes,Great value great owner he is awesome he personally make sures you get the best deal possible!,5,Valid,great value great owner he is awesome he personally make sures you get the best deal possible,"['great', 'value', 'great', 'owner', 'awesome', 'personally', 'sures', 'best', 'deal', 'possible']",10,0.0,POSITIVE,48,admiration
Uno Da One,Excellent service department!,5,Valid,excellent service department,"['excellent', 'service', 'department']",3,0.0,POSITIVE,41,admiration
